id,account_no,account_holder_name,bank_code,bank_name,id_number,phone,status,created_at
257,7629160324841,Pham Duc Hung,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
258,8567243807,Vo Thi Hai,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
259,4125777118,Pham Ngoc Binh,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
260,2418621042,Le Van Yen,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
261,6470900633,Bui Van Long,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
262,3122068155,Vo Minh Thao,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
263,5520650637,Tran Minh Hoa,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
264,1892419562525,Pham Ngoc Minh,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
265,3091436391,Pham Anh Xuan,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
266,245086403553,Pham Huu Son,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
267,70171302321,Dang Anh Nam,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
268,33629344973,Dang Hoang Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
269,7689627066149,Dang Ngoc Giang,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
270,1527323008576,Hoang Ngoc Vy,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
271,1692364587,Ngo Thi Quang,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
272,024972439920,Bui Van Nhi,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
273,62644886946,Ngo Thi Uyen,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
274,70116864622,Dang Quoc An,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
275,090138069847,Tran Van Binh,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
276,6905510762091,Vo Minh Oanh,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
277,28980271487,Tran Ngoc Minh,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
278,1602564347,Pham Duc Hai,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
279,5668633414,Vo Minh Nhi,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
280,690409836655,Vo Duc Mai,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
281,377294209548,Bui Thanh Em,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
282,0523302764208,Bui Quoc Duc,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
283,438612590472,Tran Anh Lan,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
284,5912662015,Pham Minh Lan,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
285,1367492617,Le Ngoc Khoa,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
286,09997419267,Tran Hoang Hieu,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
287,6888718981,Le Ngoc Long,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
288,102932184011,Nguyen Anh Son,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
289,872975859883,Hoang Van Uyen,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
290,5542340163,Tran Thanh Hieu,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
291,948491025625,Ngo Hoang Dung,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
292,26940539672,Do Duc Thao,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
293,4651113129,Do Minh Minh,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
294,8816093068538,Do Duc Tuan,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
295,285067625153,Pham Duc Cuong,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
296,3480797050975,Hoang Minh An,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
297,2256053134026,Tran Hoang Thao,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
298,8725686211022,Hoang Thi Quang,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
299,6744716392,Dang Huu Lan,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
300,8433567086041,Tran Van Phuc,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
301,5347491624,Le Van An,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
302,989534396112,Le Thanh Oanh,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
303,473820236848,Bui Thi Cuong,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
304,2942409036,Tran Hoang Quang,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
305,6943202939087,Do Ngoc Vy,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
306,30834024240,Hoang Anh Dung,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
307,8426945005,Ngo Thanh Nam,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
308,39724042269,Le Hoang Giang,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
309,9166010023,Tran Anh Em,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
310,132797245723,Tran Anh Lan,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
311,8620303662,Tran Anh Minh,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
312,14519515109,Bui Duc Dung,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
313,4754102252,Ngo Quoc Oanh,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
314,8878836196893,Dang Ngoc Vy,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
315,0552472863,Bui Duc Nhi,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
316,5019179202521,Dang Van Duc,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
317,765704120092,Bui Duc Lan,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
318,362418623690,Do Quoc Nhi,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
319,6205634111595,Bui Hoang Nam,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
320,3419909700,Pham Anh Hoa,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
321,5215681820967,Do Minh Nam,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
322,32288985725,Tran Thi Duc,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
323,2971024817,Pham Huu Yen,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
324,2747472197,Vo Thanh Cuong,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
325,516874090380,Vo Anh Mai,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
326,1577871121663,Pham Ngoc Mai,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
327,6442121461,Nguyen Minh Mai,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
328,55027275164,Tran Huu Yen,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
329,36829635339,Ngo Thi Binh,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
330,6655868512765,Tran Hoang Hieu,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
331,8613715766053,Dang Minh Khoa,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
332,0258955296,Nguyen Ngoc Binh,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
333,09819602752,Dang Van Hieu,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
334,2091179112,Hoang Van Linh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
335,6171366572,Dang Thi Tuan,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
336,9980284139080,Tran Thanh Oanh,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
337,12447315847,Nguyen Thanh Em,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
338,237676945919,Tran Huu Trang,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
339,8496498560,Bui Duc Hung,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
340,51050537953,Pham Thanh Oanh,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
341,9665533077,Hoang Huu Hung,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
342,4090742608,Ngo Ngoc Khoa,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
343,3213580040104,Le Thi Nam,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
344,2529671883,Le Huu Son,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
345,158331170303,Pham Thi Linh,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
346,728123567983,Do Thanh Hai,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
347,1307240787,Tran Duc Son,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
348,074510663436,Do Ngoc Uyen,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
349,54940128974,Bui Minh Giang,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
350,024120957907,Nguyen Hoang Quang,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
351,11457758474,Do Anh Giang,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
352,2632570396,Bui Thi Linh,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
353,8245569644309,Hoang Anh Hung,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
354,0727284982,Ngo Thanh Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
355,7406500425,Hoang Huu Dung,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
356,923426834414,Le Huu Quang,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
357,5857567667080,Tran Duc Uyen,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
358,062607870104,Do Thanh Em,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
359,3828723244,Tran Huu Thao,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
360,3317087601,Ngo Thi Uyen,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
361,9162022328837,Hoang Huu Thao,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
362,6204719609409,Dang Thi Son,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
363,7753312661,Pham Thi Thao,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
364,2517629833,Vo Huu Hieu,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
365,1302056981,Do Minh Cuong,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
366,97855982176,Bui Minh Long,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
367,09850344651,Tran Thi Tuan,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
368,8197400564,Do Quoc Phuc,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
369,9905169918,Nguyen Minh Tuan,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
370,674300038960,Do Minh Hieu,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
371,1955356033190,Do Duc Dung,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
372,01027240559,Nguyen Van Mai,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
373,9549305966,Do Thanh Nhi,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
374,267320441384,Do Hoang Quang,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
375,954277070705,Ngo Van Dung,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
376,8304405809,Bui Huu Nam,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
377,616420595565,Pham Thanh Xuan,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
378,9358895369,Le Huu An,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
379,8180978875439,Tran Minh Xuan,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
380,9294455116682,Pham Van Minh,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
381,0216487120602,Le Van Minh,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
382,6764722981209,Vo Van Minh,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
383,728941347509,Dang Van Minh,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
384,4565220368499,Do Van Minh,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
385,3882090883,Le Van Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
386,49678274117,Vo Van Minh,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
387,061853800329,Tran Van Minh,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
388,2727423183061,Hoang Van Minh,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
389,06496935782,Pham Van Minh,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
390,6958741314675,Bui Van Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
391,75156277963,Tran Van Minh,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
392,60854566766,Do Van Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
393,0615581083,Do Van Minh,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
394,2440330416,Bui Van Minh,ACB,ACB,,,ACTIVE,2026-06-05 19:38:33.53579
395,1860089219,Tran Van Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
396,680447314976,Hoang Van Minh,VIB,VIB,,,ACTIVE,2026-06-05 19:38:33.53579
397,8474883607658,Pham Van Minh,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
398,6375791452,Ngo Van Minh,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
399,79312697893,Le Van Minh,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
400,520599604387,Dang Thi Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
401,778811616202,Pham Thi Minh,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
402,1067287286604,Pham Thi Minh,BIDV,BIDV,,,ACTIVE,2026-06-05 19:38:33.53579
403,959224839589,Hoang Thi Minh,VPB,VPBank,,,ACTIVE,2026-06-05 19:38:33.53579
404,228705622710,Pham Thi Minh,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
405,109792158350,Tran Anh Son,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
406,973203319222,Vo Huu Hai,TPB,TPBank,,,ACTIVE,2026-06-05 19:38:33.53579
407,6754813866675,Nguyen Duc Uyen,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
408,268774186520,Ngo Minh Giang,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
409,65203758309,Pham Huu Vy,MB,MB Bank,,,ACTIVE,2026-06-05 19:38:33.53579
410,9404760440,Hoang Anh Nhi,TCB,Techcombank,,,ACTIVE,2026-06-05 19:38:33.53579
411,0509222161,Bui Duc Tuan,STB,Sacombank,,,ACTIVE,2026-06-05 19:38:33.53579
412,90552958066,Tran Anh Linh,VCB,Vietcombank,,,ACTIVE,2026-06-05 19:38:33.53579
413,0493862044851,Hoang Thi Giang,CTG,VietinBank,,,ACTIVE,2026-06-05 19:38:33.53579
